id,text,words,ner_tags,cleaned_text,lemmatized_text,gliner_entities,spacy_entities
en-doc5831-sent36,"For example , rather than the West Coast Main Line taking the direct route favoured by Joseph Locke over Shap between Lancaster and Carlisle , Stephenson was in favour of a longer sea-level route via Ulverston and Whitehaven .","['For', 'example', ',', 'rather', 'than', 'the', 'West', 'Coast', 'Main', 'Line', 'taking', 'the', 'direct', 'route', 'favoured', 'by', 'Joseph', 'Locke', 'over', 'Shap', 'between', 'Lancaster', 'and', 'Carlisle', ',', 'Stephenson', 'was', 'in', 'favour', 'of', 'a', 'longer', 'sea-level', 'route', 'via', 'Ulverston', 'and', 'Whitehaven', '.']","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",for example rather than the west coast main line taking the direct route favoured by joseph locke over shap between lancaster and carlisle stephenson was in favour of a longer sea level route via ulverston and whitehaven,for example rather than the west coast main line take the direct route favour by joseph locke over shap between lancaster and carlisle stephenson be in favour of a long sea level route via ulverston and whitehaven,"[{'start': 30, 'end': 50, 'text': 'West Coast Main Line', 'label': 'organization', 'score': 0.9112753868103027}, {'start': 87, 'end': 99, 'text': 'Joseph Locke', 'label': 'person', 'score': 0.9654310345649719}, {'start': 105, 'end': 109, 'text': 'Shap', 'label': 'location', 'score': 0.9038916230201721}, {'start': 118, 'end': 127, 'text': 'Lancaster', 'label': 'location', 'score': 0.9440087676048279}, {'start': 132, 'end': 140, 'text': 'Carlisle', 'label': 'location', 'score': 0.9552884101867676}, {'start': 143, 'end': 153, 'text': 'Stephenson', 'label': 'person', 'score': 0.8824305534362793}, {'start': 200, 'end': 209, 'text': 'Ulverston', 'label': 'location', 'score': 0.9595422148704529}, {'start': 214, 'end': 224, 'text': 'Whitehaven', 'label': 'location', 'score': 0.9504513740539551}]","[{'text': 'west coast', 'start': 28, 'end': 38, 'label': 'LOC'}, {'text': 'joseph locke over', 'start': 85, 'end': 102, 'label': 'PER'}, {'text': 'ulverston', 'start': 196, 'end': 205, 'label': 'LOC'}]"
en-doc6438-sent20,"As John Stuart Mill put it in the mid-19th century , matter is the "" permanent possibility of sensation "" .","['As', 'John', 'Stuart', 'Mill', 'put', 'it', 'in', 'the', 'mid-19th', 'century', ',', 'matter', 'is', 'the', '""', 'permanent', 'possibility', 'of', 'sensation', '""', '.']","[0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",as john stuart mill put it in the mid 19th century matter is the permanent possibility of sensation,as john stuart mill put it in the mid 19th century matter be the permanent possibility of sensation,"[{'start': 3, 'end': 19, 'text': 'John Stuart Mill', 'label': 'person', 'score': 0.9776152968406677}, {'start': 53, 'end': 59, 'text': 'matter', 'label': 'miscellaneous', 'score': 0.5313279628753662}, {'start': 69, 'end': 103, 'text': 'permanent possibility of sensation', 'label': 'miscellaneous', 'score': 0.30656611919403076}]","[{'text': 'john stuart', 'start': 3, 'end': 14, 'label': 'PER'}]"
en-doc6365-sent8,Two chiefly important monk philosophers were Sengzhao and Daosheng .,"['Two', 'chiefly', 'important', 'monk', 'philosophers', 'were', 'Sengzhao', 'and', 'Daosheng', '.']","[0, 0, 0, 0, 0, 0, 2, 0, 2, 0]",two chiefly important monk philosophers were sengzhao and daosheng,two chiefly important monk philosopher be sengzhao and daosheng,"[{'start': 45, 'end': 53, 'text': 'Sengzhao', 'label': 'person', 'score': 0.9758796691894531}, {'start': 58, 'end': 66, 'text': 'Daosheng', 'label': 'person', 'score': 0.9717379808425903}]","[{'text': 'sengzhao', 'start': 45, 'end': 53, 'label': 'PER'}, {'text': 'daosheng', 'start': 58, 'end': 66, 'label': 'PER'}]"
en-doc6296-sent32,"Raquel Welch , Jennifer Jason Leigh , Lena Olin , Ellen Barkin , Cher , Bridget Fonda and Susan Sarandon were then in competition for the role .","['Raquel', 'Welch', ',', 'Jennifer', 'Jason', 'Leigh', ',', 'Lena', 'Olin', ',', 'Ellen', 'Barkin', ',', 'Cher', ',', 'Bridget', 'Fonda', 'and', 'Susan', 'Sarandon', 'were', 'then', 'in', 'competition', 'for', 'the', 'role', '.']","[2, 2, 0, 2, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 0, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",raquel welch jennifer jason leigh lena olin ellen barkin cher bridget fonda and susan sarandon were then in competition for the role,raquel welch jennifer jason leigh lena olin ellen barkin cher bridget fonda and susan sarandon be then in competition for the role,"[{'start': 0, 'end': 12, 'text': 'Raquel Welch', 'label': 'person', 'score': 0.9848122596740723}, {'start': 15, 'end': 35, 'text': 'Jennifer Jason Leigh', 'label': 'person', 'score': 0.9775673151016235}, {'start': 38, 'end': 47, 'text': 'Lena Olin', 'label': 'person', 'score': 0.9729236364364624}, {'start': 50, 'end': 62, 'text': 'Ellen Barkin', 'label': 'person', 'score': 0.9572210907936096}, {'start': 65, 'end': 69, 'text': 'Cher', 'label': 'person', 'score': 0.9655255675315857}, {'start': 72, 'end': 85, 'text': 'Bridget Fonda', 'label': 'person', 'score': 0.9521728754043579}, {'start': 90, 'end': 104, 'text': 'Susan Sarandon', 'label': 'person', 'score': 0.9646040797233582}]","[{'text': 'raquel welch jennifer jason leigh lena olin ellen barkin cher', 'start': 0, 'end': 61, 'label': 'PER'}, {'text': 'bridget fonda', 'start': 62, 'end': 75, 'label': 'PER'}, {'text': 'susan sarandon', 'start': 80, 'end': 94, 'label': 'PER'}]"
en-doc6169-sent9,This effort is spearheaded by Project Gutenberg combined with Distributed Proofreaders .,"['This', 'effort', 'is', 'spearheaded', 'by', 'Project', 'Gutenberg', 'combined', 'with', 'Distributed', 'Proofreaders', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",this effort is spearheaded by project gutenberg combined with distributed proofreaders,this effort be spearhead by project gutenberg combine with distribute proofreader,"[{'start': 30, 'end': 47, 'text': 'Project Gutenberg', 'label': 'organization', 'score': 0.9626908302307129}, {'start': 62, 'end': 86, 'text': 'Distributed Proofreaders', 'label': 'organization', 'score': 0.9251390695571899}]",[]
en-doc6257-sent29,"The CPAN has grown so large and comprehensive over the years that many people learning Perl seem to elevate it to a sort of mythical status , and express surprise when they begin to encounter topics for which a CPAN module does n't exist already .","['The', 'CPAN', 'has', 'grown', 'so', 'large', 'and', 'comprehensive', 'over', 'the', 'years', 'that', 'many', 'people', 'learning', 'Perl', 'seem', 'to', 'elevate', 'it', 'to', 'a', 'sort', 'of', 'mythical', 'status', ',', 'and', 'express', 'surprise', 'when', 'they', 'begin', 'to', 'encounter', 'topics', 'for', 'which', 'a', 'CPAN', 'module', 'does', ""n't"", 'exist', 'already', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the cpan has grown so large and comprehensive over the years that many people learning perl seem to elevate it to a sort of mythical status and express surprise when they begin to encounter topics for which a cpan module does n t exist already,the cpan have grow so large and comprehensive over the year that many people learn perl seem to elevate it to a sort of mythical status and express surprise when they begin to encounter topic for which a cpan module do n t exist already,"[{'start': 4, 'end': 8, 'text': 'CPAN', 'label': 'organization', 'score': 0.9690854549407959}, {'start': 211, 'end': 215, 'text': 'CPAN', 'label': 'organization', 'score': 0.9463769793510437}]",[]
en-doc6208-sent140,"The oldest records in Old Persian date to the Achaemenid Empire , and examples of Old Persian have been found in present-day Iran , Iraq , Turkey and Egypt .","['The', 'oldest', 'records', 'in', 'Old', 'Persian', 'date', 'to', 'the', 'Achaemenid', 'Empire', ',', 'and', 'examples', 'of', 'Old', 'Persian', 'have', 'been', 'found', 'in', 'present-day', 'Iran', ',', 'Iraq', ',', 'Turkey', 'and', 'Egypt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0]",the oldest records in old persian date to the achaemenid empire and examples of old persian have been found in present day iran iraq turkey and egypt,the old record in old persian date to the achaemenid empire and example of old persian have be find in present day iran iraq turkey and egypt,"[{'start': 46, 'end': 63, 'text': 'Achaemenid Empire', 'label': 'organization', 'score': 0.9216619729995728}, {'start': 113, 'end': 129, 'text': 'present-day Iran', 'label': 'location', 'score': 0.8927137851715088}, {'start': 132, 'end': 136, 'text': 'Iraq', 'label': 'location', 'score': 0.9602402448654175}, {'start': 139, 'end': 145, 'text': 'Turkey', 'label': 'location', 'score': 0.9471438527107239}, {'start': 150, 'end': 155, 'text': 'Egypt', 'label': 'location', 'score': 0.9376800060272217}]","[{'text': 'persian', 'start': 84, 'end': 91, 'label': 'MISC'}, {'text': 'iran', 'start': 123, 'end': 127, 'label': 'LOC'}, {'text': 'iraq', 'start': 128, 'end': 132, 'label': 'LOC'}, {'text': 'turkey', 'start': 133, 'end': 139, 'label': 'LOC'}, {'text': 'egypt', 'start': 144, 'end': 149, 'label': 'LOC'}]"
en-doc6387-sent34,"In January 2009 , commentator Glenn Beck was added to the list of personalities at Fox News Channel .","['In', 'January', '2009', ',', 'commentator', 'Glenn', 'Beck', 'was', 'added', 'to', 'the', 'list', 'of', 'personalities', 'at', 'Fox', 'News', 'Channel', '.']","[0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 0]",in january 2009 commentator glenn beck was added to the list of personalities at fox news channel,in january 2009 commentator glenn beck be add to the list of personality at fox news channel,"[{'start': 30, 'end': 40, 'text': 'Glenn Beck', 'label': 'person', 'score': 0.988900899887085}, {'start': 83, 'end': 99, 'text': 'Fox News Channel', 'label': 'organization', 'score': 0.9535174369812012}]","[{'text': 'glenn beck', 'start': 28, 'end': 38, 'label': 'PER'}, {'text': 'fox news channel', 'start': 81, 'end': 97, 'label': 'ORG'}]"
en-doc6140-sent1,"Tweed was convicted for stealing between $ 40 million and $ 200 million ( based on the inflation or devaluation rate of the dollar since 1870 of 2.7 % , this is between 1.5 and 8 billion 2010 dollars ) from New York City taxpayers through political corruption .","['Tweed', 'was', 'convicted', 'for', 'stealing', 'between', '$', '40', 'million', 'and', '$', '200', 'million', '(', 'based', 'on', 'the', 'inflation', 'or', 'devaluation', 'rate', 'of', 'the', 'dollar', 'since', '1870', 'of', '2.7', '%', ',', 'this', 'is', 'between', '1.5', 'and', '8', 'billion', '2010', 'dollars', ')', 'from', 'New', 'York', 'City', 'taxpayers', 'through', 'political', 'corruption', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",tweed was convicted for stealing between 40 million and 200 million based on the inflation or devaluation rate of the dollar since 1870 of 2 7 this is between 1 5 and 8 billion 2010 dollars from new york city taxpayers through political corruption,tweed be convict for steal between 40 million and 200 million base on the inflation or devaluation rate of the dollar since 1870 of 2 7 this be between 1 5 and 8 billion 2010 dollar from new york city taxpayer through political corruption,"[{'start': 0, 'end': 5, 'text': 'Tweed', 'label': 'person', 'score': 0.977644681930542}, {'start': 207, 'end': 220, 'text': 'New York City', 'label': 'location', 'score': 0.8358080983161926}]","[{'text': 'new york city', 'start': 195, 'end': 208, 'label': 'LOC'}]"
en-doc6091-sent23,"The work also reflects her fear of her ideas being ineffective , as were Cassandra 's .","['The', 'work', 'also', 'reflects', 'her', 'fear', 'of', 'her', 'ideas', 'being', 'ineffective', ',', 'as', 'were', 'Cassandra', ""'s"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",the work also reflects her fear of her ideas being ineffective as were cassandra s,the work also reflect her fear of her idea be ineffective as be cassandra s,"[{'start': 73, 'end': 82, 'text': 'Cassandra', 'label': 'person', 'score': 0.9590296149253845}]",[]
en-doc6002-sent5,"In September 2005 , a two and a half year old gorilla in the Republic of Congo was discovered using rocks to smash open palm nuts inside a game sanctuary .","['In', 'September', '2005', ',', 'a', 'two', 'and', 'a', 'half', 'year', 'old', 'gorilla', 'in', 'the', 'Republic', 'of', 'Congo', 'was', 'discovered', 'using', 'rocks', 'to', 'smash', 'open', 'palm', 'nuts', 'inside', 'a', 'game', 'sanctuary', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",in september 2005 a two and a half year old gorilla in the republic of congo was discovered using rocks to smash open palm nuts inside a game sanctuary,in september 2005 a two and a half year old gorilla in the republic of congo be discover use rock to smash open palm nut inside a game sanctuary,"[{'start': 22, 'end': 53, 'text': 'two and a half year old gorilla', 'label': 'person', 'score': 0.7638167142868042}, {'start': 61, 'end': 78, 'text': 'Republic of Congo', 'label': 'location', 'score': 0.95307457447052}, {'start': 120, 'end': 129, 'text': 'palm nuts', 'label': 'miscellaneous', 'score': 0.40782684087753296}, {'start': 139, 'end': 153, 'text': 'game sanctuary', 'label': 'organization', 'score': 0.8819941878318787}]","[{'text': 'congo', 'start': 71, 'end': 76, 'label': 'LOC'}]"
en-doc6259-sent24,"Bede 's scriptural commentaries employed the allegorical method of interpretation and his history includes accounts of miracles , which to modern historians has seemed at odds with his critical approach to the materials in his history .","['Bede', ""'s"", 'scriptural', 'commentaries', 'employed', 'the', 'allegorical', 'method', 'of', 'interpretation', 'and', 'his', 'history', 'includes', 'accounts', 'of', 'miracles', ',', 'which', 'to', 'modern', 'historians', 'has', 'seemed', 'at', 'odds', 'with', 'his', 'critical', 'approach', 'to', 'the', 'materials', 'in', 'his', 'history', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",bede s scriptural commentaries employed the allegorical method of interpretation and his history includes accounts of miracles which to modern historians has seemed at odds with his critical approach to the materials in his history,bede s scriptural commentary employ the allegorical method of interpretation and his history include account of miracle which to modern historian have seem at odd with his critical approach to the material in his history,"[{'start': 0, 'end': 4, 'text': 'Bede', 'label': 'person', 'score': 0.9847286343574524}, {'start': 139, 'end': 156, 'text': 'modern historians', 'label': 'organization', 'score': 0.5246073603630066}]",[]
en-doc6430-sent36,The following hydrographic basins can be distinguished in Andalusia .,"['The', 'following', 'hydrographic', 'basins', 'can', 'be', 'distinguished', 'in', 'Andalusia', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",the following hydrographic basins can be distinguished in andalusia,the follow hydrographic basin can be distinguish in andalusia,"[{'start': 58, 'end': 67, 'text': 'Andalusia', 'label': 'location', 'score': 0.9609072804450989}]","[{'text': 'andalusia', 'start': 58, 'end': 67, 'label': 'LOC'}]"
en-doc5932-sent8,"As Fuller says of the period before her success , "" He begged me to marry him .","['As', 'Fuller', 'says', 'of', 'the', 'period', 'before', 'her', 'success', ',', '""', 'He', 'begged', 'me', 'to', 'marry', 'him', '.']","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",as fuller says of the period before her success he begged me to marry him,as full say of the period before her success he beg I to marry he,"[{'start': 3, 'end': 9, 'text': 'Fuller', 'label': 'person', 'score': 0.8399860262870789}, {'start': 52, 'end': 54, 'text': 'He', 'label': 'person', 'score': 0.36776888370513916}]",[]
en-doc5848-sent10,"After the First World War , the existence of the two modern versions of the same language was sanctioned even more clearly .","['After', 'the', 'First', 'World', 'War', ',', 'the', 'existence', 'of', 'the', 'two', 'modern', 'versions', 'of', 'the', 'same', 'language', 'was', 'sanctioned', 'even', 'more', 'clearly', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",after the first world war the existence of the two modern versions of the same language was sanctioned even more clearly,after the first world war the existence of the two modern version of the same language be sanction even more clearly,[],[]
en-doc6251-sent25,"The link between comets and meteor showers was dramatically underscored when in 1872 , a major meteor shower occurred from the orbit of Comet Biela , which had been observed to split into two pieces during its 1846 apparition , and was never seen again after 1852 .","['The', 'link', 'between', 'comets', 'and', 'meteor', 'showers', 'was', 'dramatically', 'underscored', 'when', 'in', '1872', ',', 'a', 'major', 'meteor', 'shower', 'occurred', 'from', 'the', 'orbit', 'of', 'Comet', 'Biela', ',', 'which', 'had', 'been', 'observed', 'to', 'split', 'into', 'two', 'pieces', 'during', 'its', '1846', 'apparition', ',', 'and', 'was', 'never', 'seen', 'again', 'after', '1852', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",the link between comets and meteor showers was dramatically underscored when in 1872 a major meteor shower occurred from the orbit of comet biela which had been observed to split into two pieces during its 1846 apparition and was never seen again after 1852,the link between comet and meteor shower be dramatically underscore when in 1872 a major meteor shower occur from the orbit of comet biela which have be observe to split into two piece during its 1846 apparition and be never see again after 1852,"[{'start': 136, 'end': 147, 'text': 'Comet Biela', 'label': 'person', 'score': 0.3682727515697479}]",[]
