id,words,ner_tags,text
en-doc6228-sent3,"['As' 'a' 'duo' ',' 'Sonny' 'Terry' 'and' 'Brownie' 'McGhee' 'did' 'most'
 'of' 'their' 'work' 'from' '1958' 'until' '1980' ',' 'spending' 'eleven'
 'months' 'of' 'each' 'year' 'touring' ',' 'and' 'recording' 'dozens' 'of'
 'albums' '.']",[0 0 0 0 2 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"As a duo , Sonny Terry and Brownie McGhee did most of their work from 1958 until 1980 , spending eleven months of each year touring , and recording dozens of albums ."
en-doc6013-sent15,"['Even' 'though' 'the' 'French' 'and' 'Indian' 'War' 'continued' 'over'
 'the' 'next' 'several' 'years' ',' 'Allen' 'did' 'not' 'apparently'
 'participate' 'in' 'any' 'further' 'military' 'activities' ',' 'and' 'is'
 'presumed' 'to' 'have' 'tended' 'his' 'farm' ',' 'at' 'least' 'until'
 '1762' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","Even though the French and Indian War continued over the next several years , Allen did not apparently participate in any further military activities , and is presumed to have tended his farm , at least until 1762 ."
en-doc6194-sent27,"['Despite' 'the' 'lack' 'of' 'a' 'hardware' 'supplier' ',' 'there' 'is'
 'a' 'small' 'active' 'community' 'dedicated' 'to' 'keeping' 'the' 'ST'
 'platform' 'alive' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Despite the lack of a hardware supplier , there is a small active community dedicated to keeping the ST platform alive ."
en-doc6361-sent16,"['In' 'fiction' ',' 'AI' 'has' 'appeared' 'fulfilling' 'many' 'roles' ','
 'including' 'a' 'servant' '(' 'R2D2' 'in' 'Star' 'Wars' ')' ',' 'a' 'law'
 'enforcer' '(' 'K.I.T.T.' '""' 'Knight' 'Rider' '""' ')' ',' 'a' 'comrade'
 '(' 'Lt.' 'Commander' 'Data' 'in' 'Star' 'Trek' ':' 'The' 'Next'
 'Generation' ')' ',' 'a' 'conqueror/overlord' '(' 'The' 'Matrix' ')' ','
 'a' 'dictator' '(' 'With' 'Folded' 'Hands' ')' ',' 'an' 'assassin' '('
 'Terminator' ')' ',' 'a' 'sentient' 'race' '(' 'Battlestar' 'Galactica'
 '/' 'Transformers' ')' ',' 'an' 'extension' 'to' 'human' 'abilities' '('
 'Ghost' 'in' 'the' 'Shell' ')' 'and' 'the' 'savior' 'of' 'the' 'human'
 'race' '(' 'R.' 'Daneel' 'Olivaw' 'in' 'the' 'Foundation' 'Series' ')'
 '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0]","In fiction , AI has appeared fulfilling many roles , including a servant ( R2D2 in Star Wars ) , a law enforcer ( K.I.T.T. "" Knight Rider "" ) , a comrade ( Lt. Commander Data in Star Trek : The Next Generation ) , a conqueror/overlord ( The Matrix ) , a dictator ( With Folded Hands ) , an assassin ( Terminator ) , a sentient race ( Battlestar Galactica / Transformers ) , an extension to human abilities ( Ghost in the Shell ) and the savior of the human race ( R. Daneel Olivaw in the Foundation Series ) ."
en-doc5865-sent9,"['The' 'railway' 'came' 'to' 'the' 'town' 'with' 'the' 'opening' 'of'
 'the' 'Geelong-Ballarat' 'line' 'in' '1862' ',' 'with' 'the' 'current'
 'direct' 'route' 'to' 'Melbourne' 'completed' 'in' 'December' '1889' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0],"The railway came to the town with the opening of the Geelong-Ballarat line in 1862 , with the current direct route to Melbourne completed in December 1889 ."
en-doc6317-sent21,"['She' 'was' 'then' 'hired' 'as' 'a' 'senior' 'consultant' 'to' 'Digital'
 'Equipment' 'Corporation' ',' 'a' 'position' 'she' 'retained' 'until'
 'her' 'death' 'in' '1992' ',' 'aged' '85' '.']",[0 0 0 0 0 0 0 0 0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"She was then hired as a senior consultant to Digital Equipment Corporation , a position she retained until her death in 1992 , aged 85 ."
en-doc6073-sent28,"['By' 'the' 'end' 'of' '1947' ',' 'Camus' ""'"" 'earlier' 'fiction' 'and'
 'plays' 'had' 'been' 'reprinted' ',' 'his' 'new' 'play' 'Caligula' 'had'
 'been' 'performed' 'and' 'his' 'novel' 'The' 'Plague' 'published' ';'
 'the' 'first' 'two' 'novels' 'of' 'Sartre' ""'s"" 'The' 'Roads' 'to'
 'Freedom' 'trilogy' 'had' 'appeared' ',' 'as' 'had' 'Beauvoir' ""'s""
 'novel' 'The' 'Blood' 'of' 'Others' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0]","By the end of 1947 , Camus ' earlier fiction and plays had been reprinted , his new play Caligula had been performed and his novel The Plague published ; the first two novels of Sartre 's The Roads to Freedom trilogy had appeared , as had Beauvoir 's novel The Blood of Others ."
en-doc6188-sent5,"['His' 'written' 'work' 'was' 'the' 'Shiji' '(' 'Records' 'of' 'the'
 'Grand' 'Historian' ')' ',' 'a' 'monumental' 'lifelong' 'achievement'
 'in' 'literature' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"His written work was the Shiji ( Records of the Grand Historian ) , a monumental lifelong achievement in literature ."
en-doc5904-sent75,"['But' 'while' 'it' 'appeared' 'that' 'the' 'congress' 'exercised'
 'sovereign' 'power' ',' 'this' 'body' 'was' 'actually' 'governed' 'by'
 'the' 'Communist' 'Party' ',' 'which' 'in' 'turn' 'was' 'controlled' 'by'
 'the' 'Politburo' 'from' 'Moscow' ',' 'the' 'capital' 'of' 'the' 'Soviet'
 'Union' ',' 'just' 'as' 'it' 'had' 'been' 'under' 'the' 'tsars' 'before'
 'Peter' 'the' 'Great' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 1
 1 0 0 0 0 0 0 0 0 0 0 2 2 2 0]","But while it appeared that the congress exercised sovereign power , this body was actually governed by the Communist Party , which in turn was controlled by the Politburo from Moscow , the capital of the Soviet Union , just as it had been under the tsars before Peter the Great ."
en-doc6208-sent145,['Khwarizmi' 'is' 'widely' 'hailed' 'as' 'the' 'father' 'of' 'algebra' '.'],[2 0 0 0 0 0 0 0 0 0],Khwarizmi is widely hailed as the father of algebra .
en-doc6077-sent22,"['The' 'beginning' 'of' 'the' 'story' 'the' 'Skylark' 'of' 'Space'
 'describes' 'in' 'relative' 'detail' 'the' 'protagonists' 'research'
 'into' 'separation' 'of' 'platinum' 'group' 'residues' ',' 'subsequent'
 'experiments' 'involving' 'electrolysis' 'and' 'the' 'discovery' 'of' 'a'
 'process' 'evocative' 'of' 'cold' 'fusion' '(' 'over' '50' 'years'
 'before' 'Stanley' 'Pons' 'and' 'Martin' 'Fleischmann' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 2 2 0 2 2 0 0]","The beginning of the story the Skylark of Space describes in relative detail the protagonists research into separation of platinum group residues , subsequent experiments involving electrolysis and the discovery of a process evocative of cold fusion ( over 50 years before Stanley Pons and Martin Fleischmann ) ."
en-doc5994-sent6,['Mothra' 'and' 'Battra' 'then' 'lay' 'in' 'rest' '.'],[0 0 0 0 0 0 0 0],Mothra and Battra then lay in rest .
en-doc6273-sent5,"['BT' 'is' 'the' 'world' ""'s"" 'oldest' 'telecommunications' 'company' '.']",[4 0 0 0 0 0 0 0 0],BT is the world 's oldest telecommunications company .
en-doc6034-sent3,"['The' 'Space' 'Race' 'also' 'depended' 'on' 'accurate' 'spacecraft'
 'control' '.']",[0 0 0 0 0 0 0 0 0 0],The Space Race also depended on accurate spacecraft control .
en-doc6349-sent75,['(' 'see' 'Good' 'News' 'Bible' 'special' 'edition' ')'],[0 0 0 0 0 0 0 0],( see Good News Bible special edition )
en-doc6013-sent17,"['Allen' 'bought' 'a' 'small' 'farm' 'and' 'proceeded' 'to' 'develop'
 'the' 'iron' 'works' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0],Allen bought a small farm and proceeded to develop the iron works .
en-doc6440-sent3,"['The' 'other' 'technology' 'is' 'made' 'by' 'Sony' 'and' 'is' 'labeled'
 '""' 'SXRD' '""' 'technology' '.']",[0 0 0 0 0 0 4 0 0 0 0 0 0 0 0],"The other technology is made by Sony and is labeled "" SXRD "" technology ."
en-doc5824-sent60,"['Specifically' ',' 'Ford' 'developed' 'mass' 'production' 'for' 'the'
 'B-24' 'Liberator' 'bomber' ',' 'still' 'the' 'most-produced' 'Allied'
 'bomber' 'in' 'history' '.']",[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Specifically , Ford developed mass production for the B-24 Liberator bomber , still the most-produced Allied bomber in history ."
en-doc6243-sent5,"['Many' 'of' 'the' 'original' 'inhabitants' 'fled' 'to' 'other' 'nearby'
 'towns' 'such' 'as' 'Al-Falluja' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0],Many of the original inhabitants fled to other nearby towns such as Al-Falluja .
en-doc6168-sent10,"['As' 'Windows' '95' 'was' 'itself' 'still' 'new' 'and' 'few' 'games'
 'had' 'been' 'released' 'for' 'it' ',' 'Microsoft' 'engaged' 'in' 'heavy'
 'promotion' 'of' 'DirectX' 'to' 'developers' 'who' 'were' 'generally'
 'distrustful' 'of' 'Microsoft' ""'s"" 'ability' 'to' 'build' 'a' 'gaming'
 'platform' 'in' 'Windows' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
 0 0 0 0]","As Windows 95 was itself still new and few games had been released for it , Microsoft engaged in heavy promotion of DirectX to developers who were generally distrustful of Microsoft 's ability to build a gaming platform in Windows ."
en-doc6385-sent3,"['Before' 'the' 'attacks' ',' 'Cantor' 'handled' 'about' 'one-quarter'
 'of' 'the' 'daily' 'transactions' 'in' 'the' 'multi-trillion' 'dollar'
 'treasury' 'security' 'market' '.']",[0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Before the attacks , Cantor handled about one-quarter of the daily transactions in the multi-trillion dollar treasury security market ."
en-doc6089-sent11,"['They' 'had' 'one' 'son' ',' 'Charles' 'Evans' 'Hughes' ',' 'Jr.' 'and'
 'two' 'daughters' ',' 'one' 'of' 'whom' 'was' 'Elizabeth' 'Hughes'
 'Gossett' ',' 'one' 'of' 'the' 'first' 'humans' 'injected' 'with'
 'insulin' ',' 'and' 'who' 'later' 'served' 'as' 'president' 'of' 'the'
 'Supreme' 'Court' 'Historical' 'Society' '.']","[0 0 0 0 0 2 2 2 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 4 4 4 4 0]","They had one son , Charles Evans Hughes , Jr. and two daughters , one of whom was Elizabeth Hughes Gossett , one of the first humans injected with insulin , and who later served as president of the Supreme Court Historical Society ."
en-doc6088-sent14,"['A' 'focus' 'on' 'emotions' 'in' 'organizations' 'can' 'be' 'credited'
 'to' 'Arlie' 'Russell' 'Hochschild' ""'s"" 'concept' 'of' 'emotional'
 'labor' '.']",[0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0],A focus on emotions in organizations can be credited to Arlie Russell Hochschild 's concept of emotional labor .
en-doc6391-sent22,"['Another' 'exploit' 'was' 'in' '1998' 'when' 'Roberto' 'Benigni' 'won'
 'three' 'oscars' 'for' 'his' 'movie' 'Life' 'Is' 'Beautiful' '(' 'La'
 'vita' 'è' 'bella' ')' '.']",[0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Another exploit was in 1998 when Roberto Benigni won three oscars for his movie Life Is Beautiful ( La vita è bella ) .
en-doc5890-sent12,"['When' 'Drake' 'finally' 'stood' 'on' 'her' 'deck' ',' 'his' 'men' 'were'
 'alarmed' 'at' 'his' 'bedraggled' 'appearance' '.']",[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"When Drake finally stood on her deck , his men were alarmed at his bedraggled appearance ."
en-doc6136-sent21,"['Belize' 'has' 'a' 'tropical' 'climate' 'with' 'pronounced' 'wet' 'and'
 'dry' 'seasons' ',' 'although' 'there' 'are' 'significant' 'variations'
 'in' 'weather' 'patterns' 'by' 'region' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Belize has a tropical climate with pronounced wet and dry seasons , although there are significant variations in weather patterns by region ."
en-doc6090-sent28,"['Physicist' 'Robert' 'L.' 'Park' ',' 'former' 'executive' 'director' 'of'
 'the' 'American' 'Physical' 'Society' ',' 'has' 'noted' 'that']",[0 2 2 2 0 0 0 0 0 0 4 4 4 0 0 0 0],"Physicist Robert L. Park , former executive director of the American Physical Society , has noted that"
en-doc5936-sent89,"['In' 'his' 'commencement' 'address' 'at' 'Harvard' 'University' 'in'
 '1978' ',' 'Solzhenitsyn' 'alleged' 'that' 'many' 'in' 'the' 'U.S.' 'did'
 'not' 'understand' 'the' 'Vietnam' 'War' '.']",[0 0 0 0 0 4 4 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0],"In his commencement address at Harvard University in 1978 , Solzhenitsyn alleged that many in the U.S. did not understand the Vietnam War ."
en-doc6366-sent13,"['(' 'is' 'inirially' 'a' 'Uruguayan' 'product' 'made' 'in' 'Colonia'
 'Suiza' ',' 'but' 'its' 'manufacture' 'has' 'spread' 'to' 'Buenos'
 'Aires' 'and' 'Santa' 'Fe' ')' '.']",[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 1 0 0],"( is inirially a Uruguayan product made in Colonia Suiza , but its manufacture has spread to Buenos Aires and Santa Fe ) ."
en-doc6309-sent8,"['In' '1972' 'Cessna' 'became' 'the' 'first' 'aircraft' 'manufacturer'
 'in' 'the' 'world' 'to' 'build' '100,000' 'aircraft' '.']",[0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0],"In 1972 Cessna became the first aircraft manufacturer in the world to build 100,000 aircraft ."
en-doc6264-sent53,"['Accompanied' 'by' 'one' 'of' 'the' '1966' 'hijackers' 'he' 'flew' 'to'
 'Stanley' 'but' 'on' 'arrival' 'found' 'he' 'could' 'not' 'land' 'at'
 'the' 'racecourse' 'due' 'to' 'obstacles' 'placed' 'following' 'the'
 'hijacking' '.']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Accompanied by one of the 1966 hijackers he flew to Stanley but on arrival found he could not land at the racecourse due to obstacles placed following the hijacking .
en-doc6048-sent0,['Hoover' 'was' 'a' 'professional' 'mining' 'engineer' 'and' 'author' '.'],[2 0 0 0 0 0 0 0 0],Hoover was a professional mining engineer and author .
en-doc5890-sent8,"['Drake' 'and' 'his' 'men' 'captured' 'the' 'town' 'and' 'its' 'treasure'
 '.']",[2 0 0 0 0 0 0 0 0 0 0],Drake and his men captured the town and its treasure .
en-doc6331-sent57,"['The' 'total' 'number' 'of' 'copies' 'of' 'Doom' 'games' 'sold' 'is'
 'unknown' ',' 'but' 'may' 'be' 'well' 'over' '4' 'million' ';' 'Doom'
 'II' 'alone' 'has' 'earned' 'over' '$' '100' 'million' 'in' 'total'
 'sales' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The total number of copies of Doom games sold is unknown , but may be well over 4 million ; Doom II alone has earned over $ 100 million in total sales ."
en-doc6275-sent4,"['The' 'area' 'was' 'anciently' 'part' 'of' 'the' 'parish' 'of'
 'Trevethin' ',' 'in' 'Monmouthshire' '.']",[0 0 0 0 0 0 0 0 0 1 0 0 1 0],"The area was anciently part of the parish of Trevethin , in Monmouthshire ."
en-doc6229-sent55,"['Crowded' 'House' 'adopted' 'this' 'concept' 'in' 'part' ',' 'especially'
 'in' 'the' 'group' ""'s"" 'earlier' 'days' '.']",[4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Crowded House adopted this concept in part , especially in the group 's earlier days ."
en-doc5893-sent4,"['The' '32-bit' 'flat' 'memory' 'model' 'of' 'the' '386' 'would'
 'arguably' 'be' 'the' 'most' 'important' 'feature' 'change' 'for' 'the'
 'x86' 'processor' 'family' 'until' 'AMD' 'released' 'x86-64' 'in' '2003'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0],The 32-bit flat memory model of the 386 would arguably be the most important feature change for the x86 processor family until AMD released x86-64 in 2003 .
en-doc6305-sent37,['Most' 'routes' 'require' 'a' 'connection' 'in' 'Bridgetown' '.'],[0 0 0 0 0 0 1 0],Most routes require a connection in Bridgetown .
en-doc6441-sent4,"['A' 'party' 'must' 'receive' 'either' 'five' 'percent' 'of' 'the'
 'national' 'vote' 'or' 'win' 'at' 'least' 'three' 'directly' 'elected'
 'seats' 'to' 'be' 'represented' 'in' 'the' 'Bundestag' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0],A party must receive either five percent of the national vote or win at least three directly elected seats to be represented in the Bundestag .
en-doc6073-sent33,"['Camus' 'believes' 'that' 'this' 'existence' 'is' 'pointless' 'but'
 'that' 'Sisyphus' 'ultimately' 'finds' 'meaning' 'and' 'purpose' 'in'
 'his' 'task' ',' 'simply' 'by' 'continually' 'applying' 'himself' 'to'
 'it' '.']",[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Camus believes that this existence is pointless but that Sisyphus ultimately finds meaning and purpose in his task , simply by continually applying himself to it ."
en-doc6375-sent4,"['Based' 'on' 'Rimbert' ""'s"" 'account' ',' 'Birca' 'was' 'significant'
 'because' 'it' 'had' 'a' 'port' 'and' 'it' 'was' 'the' 'place' 'for'
 'the' 'regional' 'ting' '.']",[0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Based on Rimbert 's account , Birca was significant because it had a port and it was the place for the regional ting ."
en-doc6220-sent6,"['DTV' 'images' 'have' 'some' 'picture' 'defects' 'that' 'are' 'not'
 'present' 'on' 'analog' 'television' 'or' 'motion' 'picture' 'cinema' ','
 'because' 'of' 'present-day' 'limitations' 'of' 'bandwidth' 'and'
 'compression' 'algorithms' 'such' 'as' 'MPEG-2' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"DTV images have some picture defects that are not present on analog television or motion picture cinema , because of present-day limitations of bandwidth and compression algorithms such as MPEG-2 ."
en-doc6208-sent22,"['The' 'coastal' 'plains' 'of' 'the' 'Persian' 'Gulf' 'and' 'Gulf' 'of'
 'Oman' 'in' 'southern' 'Iran' 'have' 'mild' 'winters' ',' 'and' 'very'
 'humid' 'and' 'hot' 'summers' '.']",[0 0 0 0 0 1 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0],"The coastal plains of the Persian Gulf and Gulf of Oman in southern Iran have mild winters , and very humid and hot summers ."
en-doc6167-sent74,"['New' 'institutional' 'economics' ',' 'a' 'field' 'pioneered' 'by'
 'Douglass' 'North' ',' 'stresses' 'the' 'need' 'of' 'a' 'legal'
 'framework' 'in' 'order' 'for' 'capitalism' 'to' 'function' 'optimally'
 ',' 'and' 'focuses' 'on' 'the' 'relationship' 'between' 'the'
 'historical' 'development' 'of' 'capitalism' 'and' 'the' 'creation' 'and'
 'maintenance' 'of' 'political' 'and' 'economic' 'institutions' '.']","[0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]","New institutional economics , a field pioneered by Douglass North , stresses the need of a legal framework in order for capitalism to function optimally , and focuses on the relationship between the historical development of capitalism and the creation and maintenance of political and economic institutions ."
en-doc6404-sent82,"['More' 'efficient' 'than' 'a' 'gas-electric' 'hybrid' 'vehicle' ',' 'the'
 'FCX' 'Clarity' 'combines' 'hydrogen' 'and' 'oxygen' 'from' 'ordinary'
 'air' 'to' 'generate' 'electricity' 'for' 'an' 'electric' 'motor' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"More efficient than a gas-electric hybrid vehicle , the FCX Clarity combines hydrogen and oxygen from ordinary air to generate electricity for an electric motor ."
en-doc5892-sent11,"['In' '1850' ',' 'the' 'princes' 'of' 'both' 'Hohenzollern-Hechingen'
 'and' 'Hohenzollern-Sigmaringen' 'abdicated' 'their' 'thrones' ',' 'and'
 'their' 'principalities' 'were' 'incorporated' 'as' 'the' 'Prussian'
 'province' 'of' 'Hohenzollern' '.']",[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0],"In 1850 , the princes of both Hohenzollern-Hechingen and Hohenzollern-Sigmaringen abdicated their thrones , and their principalities were incorporated as the Prussian province of Hohenzollern ."
en-doc5965-sent2,"['A' 'special' 'part' 'of' 'the' 'modular' 'Spacelab' 'system' ',' 'the'
 'igloo' ',' 'located' 'at' 'head' 'of' 'a' 'three-pallet' 'train' ','
 'provided' 'on-site' 'support' 'to' 'instruments' 'mounted' 'on'
 'pallets' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"A special part of the modular Spacelab system , the igloo , located at head of a three-pallet train , provided on-site support to instruments mounted on pallets ."
en-doc6233-sent21,"['Anthony' 'Gottlieb' 'described' 'him' 'as' 'living' '""' 'a' 'saintly'
 'life' '.' '""']",[2 2 0 0 0 0 0 0 0 0 0 0],"Anthony Gottlieb described him as living "" a saintly life . """
en-doc6290-sent6,"['A' 'warrant' 'was' 'issued' 'for' 'the' 'arrest' 'of' 'Karaca' 'by'
 'the' 'government' 'of' 'Turkey' '.']",[0 0 0 0 0 0 0 0 2 0 0 0 0 1 0],A warrant was issued for the arrest of Karaca by the government of Turkey .
en-doc6393-sent15,"['As' 'Prime' 'Minister' ',' 'Alexander' 'Mackenzie' 'strove' 'to'
 'reform' 'and' 'simplify' 'the' 'machinery' 'of' 'government' '.']",[0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0],"As Prime Minister , Alexander Mackenzie strove to reform and simplify the machinery of government ."
en-doc6048-sent13,"['Hoover' 'married' 'his' 'Stanford' 'sweetheart' ',' 'Lou' 'Henry' ','
 'in' '1899' '.']",[2 0 0 4 0 0 2 2 0 0 0 0],"Hoover married his Stanford sweetheart , Lou Henry , in 1899 ."
