id,words,ner_tags,text,cleaned_text,lemmatized_text
en-doc5995-sent3,"['According' 'to' 'Snorri' 'Sturluson' 'in' 'the' 'Prose' 'Edda' ','
 'Forseti' 'is' 'the' 'son' 'of' 'Baldr' 'and' 'Nanna' '.']",[0 0 2 2 0 0 0 0 0 2 0 0 0 0 2 0 2 0],"According to Snorri Sturluson in the Prose Edda , Forseti is the son of Baldr and Nanna .",according to snorri sturluson in the prose edda forseti is the son of baldr and nanna,accord to snorri sturluson in the prose edda forseti be the son of baldr and nanna
en-doc5901-sent8,"['Aegisthus' 'and' 'his' 'father' 'now' 'took' 'possession' 'of' 'their'
 'lawful' 'inheritance' 'from' 'which' 'they' 'had' 'been' 'expelled' 'by'
 'Atreus' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0],Aegisthus and his father now took possession of their lawful inheritance from which they had been expelled by Atreus .,aegisthus and his father now took possession of their lawful inheritance from which they had been expelled by atreus,aegisthus and his father now take possession of their lawful inheritance from which they have be expel by atreus
en-doc5870-sent5,"['In' '1883' ',' 'and' 'again' 'in' '1922' ',' 'downtown' 'Astoria' 'was'
 'devastated' 'by' 'fire' ',' 'partly' 'because' 'it' 'was' 'mostly'
 'wood' 'and' 'entirely' 'raised' 'off' 'the' 'marshy' 'ground' 'on'
 'pilings' '.']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In 1883 , and again in 1922 , downtown Astoria was devastated by fire , partly because it was mostly wood and entirely raised off the marshy ground on pilings .",in 1883 and again in 1922 downtown astoria was devastated by fire partly because it was mostly wood and entirely raised off the marshy ground on pilings,in 1883 and again in 1922 downtown astoria be devastate by fire partly because it be mostly wood and entirely raise off the marshy ground on piling
en-doc6368-sent44,"['In' 'addition' 'to' 'these' 'major' 'early' 'papyri' 'there' 'are' '6'
 'other' 'papyri' 'dating' 'from' 'between' 'the' '3rd-8th' 'century'
 'which' 'also' 'have' 'small' 'portions' 'of' 'Luke' ""'s"" 'Gospel' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],In addition to these major early papyri there are 6 other papyri dating from between the 3rd-8th century which also have small portions of Luke 's Gospel .,in addition to these major early papyri there are 6 other papyri dating from between the 3rd 8th century which also have small portions of luke s gospel,in addition to these major early papyrus there be 6 other papyrus date from between the 3rd 8th century which also have small portion of luke s gospel
en-doc6167-sent46,"['At' 'any' 'moment' 'of' 'time' ',' 'posits' 'Schumpeter' ',' 'there'
 'are' 'rising' 'industries' 'and' 'declining' 'industries' '.']",[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0],"At any moment of time , posits Schumpeter , there are rising industries and declining industries .",at any moment of time posits schumpeter there are rising industries and declining industries,at any moment of time posit schumpeter there be rise industry and decline industry
en-doc6244-sent58,"['Cooper' 'parachuted' 'from' 'the' 'hijacked' 'airliner' 'with' '$'
 '200,000' ',' 'the' 'same' 'amount' 'List' 'had' 'used' 'up' 'from' 'his'
 'mother' ""'s"" 'bank' 'account' 'in' 'the' 'days' 'before' 'the' 'killing'
 '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Cooper parachuted from the hijacked airliner with $ 200,000 , the same amount List had used up from his mother 's bank account in the days before the killing .",cooper parachuted from the hijacked airliner with 200 000 the same amount list had used up from his mother s bank account in the days before the killing,cooper parachute from the hijacked airliner with 200 000 the same amount list have use up from his mother s bank account in the day before the killing
en-doc6349-sent65,"['According' 'to' 'the' 'mystical' 'approach' ',' 'Job' 'is' 'being'
 'punished' 'because' 'he' 'is' 'a' 'heretic' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"According to the mystical approach , Job is being punished because he is a heretic .",according to the mystical approach job is being punished because he is a heretic,accord to the mystical approach job be be punish because he be a heretic
en-doc6006-sent13,"['In' 'just' 'a' 'few' 'years' ',' 'Hammurabi' 'had' 'succeeded' 'in'
 'uniting' 'all' 'of' 'Mesopotamia' 'under' 'his' 'rule' '.']",[0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0],"In just a few years , Hammurabi had succeeded in uniting all of Mesopotamia under his rule .",in just a few years hammurabi had succeeded in uniting all of mesopotamia under his rule,in just a few year hammurabi have succeed in unite all of mesopotamia under his rule
en-doc6138-sent136,"['Henry' ""'s"" 'will' 'designated' '16' 'executors' 'to' 'serve' 'on' 'a'
 'council' 'of' 'regency' 'until' 'Edward' 'reached' 'the' 'age' 'of' '18'
 '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0],Henry 's will designated 16 executors to serve on a council of regency until Edward reached the age of 18 .,henry s will designated 16 executors to serve on a council of regency until edward reached the age of 18,henry s will designate 16 executor to serve on a council of regency until edward reach the age of 18
en-doc6435-sent44,"['Eugene' 'proved' 'an' 'astute' 'and' 'determined' 'negotiator' ',' 'and'
 'gained' 'favourable' 'terms' 'by' 'the' 'Treaty' 'of' 'Rastatt' 'signed'
 'on' '7' 'March' '1714' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Eugene proved an astute and determined negotiator , and gained favourable terms by the Treaty of Rastatt signed on 7 March 1714 .",eugene proved an astute and determined negotiator and gained favourable terms by the treaty of rastatt signed on 7 march 1714,eugene prove an astute and determined negotiator and gain favourable term by the treaty of rastatt sign on 7 march 1714
en-doc5986-sent5,"['The' 'series' 'follows' 'the' 'fortunes' 'of' 'a' 'fictional' 'current'
 'affairs' 'show' ',' 'Frontline' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The series follows the fortunes of a fictional current affairs show , Frontline .",the series follows the fortunes of a fictional current affairs show frontline,the series follow the fortune of a fictional current affair show frontline
en-doc5919-sent35,"['When' 'Quixote' 'descends' 'into' 'a' 'cave' ',' 'Cervantes' 'admits'
 'that' 'he' 'does' 'not' 'know' 'what' 'went' 'on' 'there' '.']",[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0],"When Quixote descends into a cave , Cervantes admits that he does not know what went on there .",when quixote descends into a cave cervantes admits that he does not know what went on there,when quixote descend into a cave cervante admit that he do not know what go on there
en-doc5881-sent15,"['Naturally' ',' 'any' 'truly' 'logical' 'idea' 'of' 'a' 'paradox' 'with'
 'the' 'statement' 'falls' 'flat' 'if' 'one' 'understands' 'that' 'while'
 '""' 'all' 'Cretans' '""' 'may' 'be' '""' 'liars,' '""' 'such' 'a'
 'statement' 'in' 'realistic' 'terms' 'does' 'not' 'necessarily' 'mean'
 'that' 'all' 'Cretans' 'lie' 'all' 'the' 'time' 'or' 'that' 'they' 'lie'
 'only' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0]","Naturally , any truly logical idea of a paradox with the statement falls flat if one understands that while "" all Cretans "" may be "" liars, "" such a statement in realistic terms does not necessarily mean that all Cretans lie all the time or that they lie only .",naturally any truly logical idea of a paradox with the statement falls flat if one understands that while all cretans may be liars such a statement in realistic terms does not necessarily mean that all cretans lie all the time or that they lie only,naturally any truly logical idea of a paradox with the statement fall flat if one understand that while all cretan may be liar such a statement in realistic term do not necessarily mean that all cretan lie all the time or that they lie only
en-doc6153-sent12,"['After' 'consideration' 'he' 'concluded' 'that' 'the' 'Illuminati' 'were'
 'not' 'for' 'him' '.']",[0 0 0 0 0 0 4 0 0 0 0 0],After consideration he concluded that the Illuminati were not for him .,after consideration he concluded that the illuminati were not for him,after consideration he conclude that the illuminati be not for he
en-doc5989-sent4,"['The' 'dative' 'is' 'generally' 'used' 'to' 'mark' 'the' 'indirect'
 'object' 'of' 'a' 'German' 'sentence' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],The dative is generally used to mark the indirect object of a German sentence .,the dative is generally used to mark the indirect object of a german sentence,the dative be generally use to mark the indirect object of a german sentence
en-doc6415-sent3,"['The' 'modern' 'practice' 'of' 'dividing' 'a' 'circle' 'into' '360'
 'degrees' ',' 'of' '60' 'minutes' 'each' ',' 'began' 'with' 'the'
 'Sumerians' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The modern practice of dividing a circle into 360 degrees , of 60 minutes each , began with the Sumerians .",the modern practice of dividing a circle into 360 degrees of 60 minutes each began with the sumerians,the modern practice of divide a circle into 360 degree of 60 minute each begin with the sumerian
en-doc5904-sent0,"['The' 'history' 'of' 'Russia' 'begins' 'with' 'that' 'of' 'the' 'East'
 'Slavs' '.']",[0 0 0 1 0 0 0 0 0 1 1 0],The history of Russia begins with that of the East Slavs .,the history of russia begins with that of the east slavs,the history of russia begin with that of the east slavs
en-doc6387-sent86,"['As' 'of' 'September' '2006' 'the' 'channel' 'has' 'carried' 'UK'
 'specific' 'advertising' ',' 'along' 'with' 'headlines' 'and' 'weather'
 'provided' 'by' 'Sky' 'News' 'during' 'its' 'breaks' '.']",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4 4 0 0 0 0],"As of September 2006 the channel has carried UK specific advertising , along with headlines and weather provided by Sky News during its breaks .",as of september 2006 the channel has carried uk specific advertising along with headlines and weather provided by sky news during its breaks,as of september 2006 the channel have carry uk specific advertising along with headline and weather provide by sky news during its break
en-doc6230-sent25,"['Some' 'of' 'these' 'works' 'were' 'lost' 'in' 'the' 'fire' 'that'
 'destroyed' 'Munich' ""'s"" 'Glass' 'Palace' '(' '1931' ')' 'and' 'later'
 'in' 'the' '1945' 'bombing' 'of' 'Dresden' '.']",[0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],Some of these works were lost in the fire that destroyed Munich 's Glass Palace ( 1931 ) and later in the 1945 bombing of Dresden .,some of these works were lost in the fire that destroyed munich s glass palace 1931 and later in the 1945 bombing of dresden,some of these work be lose in the fire that destroy munich s glass palace 1931 and later in the 1945 bombing of dresden
en-doc6359-sent2,"['This' 'was' 'unlikely' 'to' 'be' 'a' 'problem' ',' 'since' 'it' 'is' 'a'
 'generally' 'accepted' 'principle' 'of' 'private' 'international' 'law'
 'that' 'states' 'determine' 'their' 'currencies' ',' 'and' 'that'
 'therefore' 'states' 'would' 'accept' 'the' 'European' 'Union'
 'legislation' 'to' 'that' 'effect' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 0 0 0
 0 0]","This was unlikely to be a problem , since it is a generally accepted principle of private international law that states determine their currencies , and that therefore states would accept the European Union legislation to that effect .",this was unlikely to be a problem since it is a generally accepted principle of private international law that states determine their currencies and that therefore states would accept the european union legislation to that effect,this be unlikely to be a problem since it be a generally accept principle of private international law that state determine their currency and that therefore state would accept the european union legislation to that effect
en-doc6430-sent28,"['The' 'Baetic' 'Cordillera' 'consists' 'of' 'the' 'parallel' 'mountain'
 'ranges' 'of' 'the' 'Cordillera' 'Penibética' 'near' 'the'
 'Mediterranean' 'coast' 'and' 'the' 'Cordillera' 'Subbética' 'inland' ','
 'separated' 'by' 'the' 'Surco' 'Intrabético' '.']",[0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 0 1 1 0],"The Baetic Cordillera consists of the parallel mountain ranges of the Cordillera Penibética near the Mediterranean coast and the Cordillera Subbética inland , separated by the Surco Intrabético .",the baetic cordillera consists of the parallel mountain ranges of the cordillera penib tica near the mediterranean coast and the cordillera subb tica inland separated by the surco intrab tico,the baetic cordillera consist of the parallel mountain range of the cordillera penib tica near the mediterranean coast and the cordillera subb tica inland separate by the surco intrab tico
en-doc6213-sent9,"['Ceres' 'appears' 'to' 'be' 'composed' 'of' 'a' 'rocky' 'core' 'covered'
 'by' 'an' 'icy' 'mantle' ',' 'where' 'Vesta' 'is' 'thought' 'to' 'have'
 'a' 'nickel-iron' 'core' ',' 'olivine' 'mantle' ',' 'and' 'basaltic'
 'crust' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Ceres appears to be composed of a rocky core covered by an icy mantle , where Vesta is thought to have a nickel-iron core , olivine mantle , and basaltic crust .",ceres appears to be composed of a rocky core covered by an icy mantle where vesta is thought to have a nickel iron core olivine mantle and basaltic crust,cere appear to be compose of a rocky core cover by an icy mantle where vesta be think to have a nickel iron core olivine mantle and basaltic crust
en-doc6233-sent8,"['Baruch' 'Spinoza' 'was' 'born' 'in' 'Amsterdam' ',' 'in' 'the'
 'Netherlands' '.']",[2 2 0 0 0 1 0 0 0 1 0],"Baruch Spinoza was born in Amsterdam , in the Netherlands .",baruch spinoza was born in amsterdam in the netherlands,baruch spinoza be bear in amsterdam in the netherlands
en-doc6233-sent41,"['Spinoza' 'also' 'asserted' 'that' 'sense' 'perception' ',' 'though'
 'practical' 'and' 'useful' 'for' 'rhetoric' ',' 'is' 'inadequate' 'for'
 'discovering' 'universal' 'truth' ';' 'Spinoza' ""'s"" 'mathematical' 'and'
 'logical' 'approach' 'to' 'metaphysics' ',' 'and' 'therefore' 'ethics'
 ',' 'concluded' 'that' 'emotion' 'is' 'formed' 'from' 'inadequate'
 'understanding' '.']","[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","Spinoza also asserted that sense perception , though practical and useful for rhetoric , is inadequate for discovering universal truth ; Spinoza 's mathematical and logical approach to metaphysics , and therefore ethics , concluded that emotion is formed from inadequate understanding .",spinoza also asserted that sense perception though practical and useful for rhetoric is inadequate for discovering universal truth spinoza s mathematical and logical approach to metaphysics and therefore ethics concluded that emotion is formed from inadequate understanding,spinoza also assert that sense perception though practical and useful for rhetoric be inadequate for discover universal truth spinoza s mathematical and logical approach to metaphysics and therefore ethic conclude that emotion be form from inadequate understanding
en-doc6028-sent22,"['As' 'the' 'scientific' 'consensus' 'grew' ',' 'Singer' 'continued' 'to'
 'argue' 'from' 'a' 'skeptical' 'position' '.']",[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0],"As the scientific consensus grew , Singer continued to argue from a skeptical position .",as the scientific consensus grew singer continued to argue from a skeptical position,as the scientific consensus grow singer continue to argue from a skeptical position
